Nome Parlamentar	Partido	UF	Titular/Suplente/Efetivado	Endereço	Anexo	Endereço (continuação)	Gabinete	Endereço (complemento)	Telefone	Fax	Mês Aniversário	Dia Aniversário	Correio Eletrônico	Nome sem Acento	Tratamento	Profissões	Nome Civil
RONALDO CARLETTO	PP	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	262	Brasília - DF - CEP 70160-900	3215-5262	3215-2262	01	05	dep.ronaldocarletto@camara.leg.br	RONALDO CARLETTO	Exmo. Senhor Deputado	Empresário de Transporte	RONALDO CARLETTO
RONALDO FONSECA	PROS	DF	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	223	Brasília - DF - CEP 70160-900	3215-5223	3215-2223	04	04	dep.ronaldofonseca@camara.leg.br	RONALDO FONSECA	Exmo. Senhor Deputado	Advogado	RONALDO FONSECA DE SOUZA
RONALDO LESSA	PDT	AL	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	722	Brasília - DF - CEP 70160-900	3215-5722	3215-2722	04	25	dep.ronaldolessa@camara.leg.br	RONALDO LESSA	Exmo. Senhor Deputado	Engenheiro Civil	RONALDO AUGUSTO LESSA SANTOS
RONALDO MARTINS	PRB	CE	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	568	Brasília - DF - CEP 70160-900	3215-5568	3215-2568	01	21	dep.ronaldomartins@camara.leg.br	RONALDO MARTINS	Exmo. Senhor Deputado	Músico,radialista	RONALDO MANCHADO MARTINS
RONALDO NOGUEIRA	PTB	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	625	Brasília - DF - CEP 70160-900	3215-5625	3215-2625	04	25	dep.ronaldonogueira@camara.leg.br	RONALDO NOGUEIRA	Exmo. Senhor Deputado	Administrador de Empresas	RONALDO NOGUEIRA DE OLIVEIRA
RÔNEY NEMER	PMDB	DF	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	572	Brasília - DF - CEP 70160-900	3215-5572	3215-2572	02	08	dep.roneynemer@camara.leg.br	RONEY NEMER	Exmo. Senhor Deputado	Servidor Público Estadual	RÔNEY TÂNIOS NEMER
ROSANGELA GOMES	PRB	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	438	Brasília - DF - CEP 70160-900	3215-5438	3215-2438	12	27	dep.rosangelagomes@camara.leg.br	ROSANGELA GOMES	Exma. Senhora Deputada	Bacharela Em Direito	ROSANGELA DE SOUZA GOMES
ROSSONI	PSDB	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	513	Brasília - DF - CEP 70160-900	3215-5513	3215-2513	11	23	dep.rossoni@camara.leg.br	ROSSONI	Exmo. Senhor Deputado	Empresário	VALDIR LUIZ ROSSONI
RUBENS BUENO	PPS	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	623	Brasília - DF - CEP 70160-900	3215-5623	3215-2623	05	23	dep.rubensbueno@camara.leg.br	RUBENS BUENO	Exmo. Senhor Deputado	Professor	RUBENS BUENO
RUBENS OTONI	PT	GO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	501	Brasília - DF - CEP 70160-900	3215-5501	3215-2501	02	06	dep.rubensotoni@camara.leg.br	RUBENS OTONI	Exmo. Senhor Deputado	Professor Universitário, Consultor Jurídico e Consultor de Empresas.	RUBENS OTONI GOMIDE
RUBENS PEREIRA JÚNIOR	PCdoB	MA	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	574	Brasília - DF - CEP 70160-900	3215-5574	3215-2574	03	16	dep.rubenspereirajunior@camara.leg.br	RUBENS PEREIRA JUNIOR	Exmo. Senhor Deputado	Advogado(a)	RUBENS PEREIRA E SILVA JUNIOR
SÁGUAS MORAES	PT	MT	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	371	Brasília - DF - CEP 70160-900	3215-5371	3215-2371	04	11	dep.saguasmoraes@camara.leg.br	SAGUAS MORAES	Exmo. Senhor Deputado	Médico	SÁGUAS MORAES SOUSA
SAMUEL MOREIRA	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	921	Brasília - DF - CEP 70160-900	3215-5921	3215-2921	02	09	dep.samuelmoreira@camara.leg.br	SAMUEL MOREIRA	Exmo. Senhor Deputado	Engenheiro Civil	SAMUEL MOREIRA DA SILVA JUNIOR
SANDES JÚNIOR	PP	GO	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	941	Brasília - DF - CEP 70160-900	3215-5941	3215-2941	04	28	dep.sandesjunior@camara.leg.br	SANDES JUNIOR	Exmo. Senhor Deputado	 radialista e Advogado	JOÃO SANDES JÚNIOR
SANDRO ALEX	PPS	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	221	Brasília - DF - CEP 70160-900	3215-5221	3215-2221	11	25	dep.sandroalex@camara.leg.br	SANDRO ALEX	Exmo. Senhor Deputado	Advogado	SANDRO ALEX CRUZ DE OLIVEIRA
SARAIVA FELIPE	PMDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	429	Brasília - DF - CEP 70160-900	3215-5429	3215-2429	03	26	dep.saraivafelipe@camara.leg.br	SARAIVA FELIPE	Exmo. Senhor Deputado	Professor Universitário e Médico	JOSÉ SARAIVA FELIPE
SARNEY FILHO	PV	MA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	202	Brasília - DF - CEP 70160-900	3215-5202	3215-2202	06	14	dep.sarneyfilho@camara.leg.br	SARNEY FILHO	Exmo. Senhor Deputado	Advogado	JOSÉ SARNEY FILHO
SÉRGIO BRITO	PSD	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	638	Brasília - DF - CEP 70160-900	3215-5638	3215-2638	06	08	dep.sergiobrito@camara.leg.br	SERGIO BRITO	Exmo. Senhor Deputado	Administrador de Empresas, Bacharel Em Direito	SÉRGIO LUÍS LACERDA BRITO
SÉRGIO MORAES	PTB	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	258	Brasília - DF - CEP 70160-900	3215-5258	3215-2258	04	27	dep.sergiomoraes@camara.leg.br	SERGIO MORAES	Exmo. Senhor Deputado	Comerciante	SÉRGIO IVAN MORAES
SÉRGIO REIS	PRB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	213	Brasília - DF - CEP 70160-900	3215-5213	3215-2213	06	23	dep.sergioreis@camara.leg.br	SERGIO REIS	Exmo. Senhor Deputado	Cantor	SERGIO BAVINI
SERGIO SOUZA	PMDB	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	702	Brasília - DF - CEP 70160-900	3215-5702	3215-2702	03	13	dep.sergiosouza@camara.leg.br	SERGIO SOUZA	Exmo. Senhor Deputado	Advogado(a)	SERGIO DE SOUZA
SERGIO VIDIGAL	PDT	ES	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	812	Brasília - DF - CEP 70160-900	3215-5812	3215-2812	05	08	dep.sergiovidigal@camara.leg.br	SERGIO VIDIGAL	Exmo. Senhor Deputado		ANTONIO SERGIO ALVES VIDIGAL
SHÉRIDAN	PSDB	RR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	246	Brasília - DF - CEP 70160-900	3215-5246	3215-2246	04	11	dep.sheridan@camara.leg.br	SHERIDAN	Exma. Senhora Deputada	Psicóloga	SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA
SIBÁ MACHADO	PT	AC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	421	Brasília - DF - CEP 70160-900	3215-5421	3215-2421	01	24	dep.sibamachado@camara.leg.br	SIBA MACHADO	Exmo. Senhor Deputado	Geográfo	SEBASTIÃO SIBÁ MACHADO OLIVEIRA
SILAS BRASILEIRO	PMDB	MG	S	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	382	Brasília - DF - CEP 70160-900	3215-5382	3215-2382	10	22	dep.silasbrasileiro@camara.leg.br	SILAS BRASILEIRO	Exmo. Senhor Deputado	Empresário e Produtor Rural	SILAS BRASILEIRO
SILAS CÂMARA	PSD	AM	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	532	Brasília - DF - CEP 70160-900	3215-5532	3215-2532	12	15	dep.silascamara@camara.leg.br	SILAS CAMARA	Exmo. Senhor Deputado	Empresário	SILAS CÂMARA
SILAS FREIRE	PR	PI	S	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	484	Brasília - DF - CEP 70160-900	3215-5484	3215-2484	01	30	dep.silasfreire@camara.leg.br	SILAS FREIRE	Exmo. Senhor Deputado		SILAS FREIRE PEREIRA E SILVA
SILVIO COSTA	PTdoB	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	417	Brasília - DF - CEP 70160-900	3215-5417	3215-2417	12	23	dep.silviocosta@camara.leg.br	SILVIO COSTA	Exmo. Senhor Deputado		SÍLVIO SERAFIM COSTA
SILVIO TORRES	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	404	Brasília - DF - CEP 70160-900	3215-5404	3215-2404	06	01	dep.silviotorres@camara.leg.br	SILVIO TORRES	Exmo. Senhor Deputado	Jornalista e Empresário	SILVIO FRANÇA TORRES
SIMÃO SESSIM	PP	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	709	Brasília - DF - CEP 70160-900	3215-5709	3215-2709	12	08	dep.simaosessim@camara.leg.br	SIMAO SESSIM	Exmo. Senhor Deputado	Professor e Advogado	SIMÃO SESSIM
SIMONE MORGADO	PMDB	PA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	440	Brasília - DF - CEP 70160-900	3215-5440	3215-2440	04	06	dep.simonemorgado@camara.leg.br	SIMONE MORGADO	Exma. Senhora Deputada		SIMONE MARIA MORGADO FERREIRA
SORAYA SANTOS	PMDB	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	352	Brasília - DF - CEP 70160-900	3215-5352	3215-2352	12	04	dep.sorayasantos@camara.leg.br	SORAYA SANTOS	Exma. Senhora Deputada		SORAYA ALENCAR DOS SANTOS
SÓSTENES CAVALCANTE	PSD	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	560	Brasília - DF - CEP 70160-900	3215-5560	3215-2560	01	16	dep.sostenescavalcante@camara.leg.br	SOSTENES CAVALCANTE	Exmo. Senhor Deputado	Teólogo	SOSTENES SILVA CAVALCANTE
STEFANO AGUIAR	PSB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	341	Brasília - DF - CEP 70160-900	3215-5341	3215-2341	03	03	dep.stefanoaguiar@camara.leg.br	STEFANO AGUIAR	Exmo. Senhor Deputado	Administrador e Ministro do Evangelho	STEFANO AGUIAR DOS SANTOS
SUBTENENTE GONZAGA	PDT	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	750	Brasília - DF - CEP 70160-900	3215-5750	3215-2750	05	31	dep.subtenentegonzaga@camara.leg.br	SUBTENENTE GONZAGA	Exmo. Senhor Deputado		LUIZ GONZAGA RIBEIRO
TADEU ALENCAR	PSB	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	820	Brasília - DF - CEP 70160-900	3215-5820	3215-2820	04	08	dep.tadeualencar@camara.leg.br	TADEU ALENCAR	Exmo. Senhor Deputado	Procurador	FRANCISCO TADEU BARBOSA DE ALENCAR
TAKAYAMA	PSC	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	910	Brasília - DF - CEP 70160-900	3215-5910	3215-2910	04	20	dep.takayama@camara.leg.br	TAKAYAMA	Exmo. Senhor Deputado	Professor, Empresário e Ministro Evangélico	HIDEKAZU TAKAYAMA
TENENTE LÚCIO	PSB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	239	Brasília - DF - CEP 70160-900	3215-5239	3215-2239	03	21	dep.tenentelucio@camara.leg.br	TENENTE LUCIO	Exmo. Senhor Deputado		SERGIO LUCIO DE ALMEIDA
TEREZA CRISTINA	PSB	MS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	448	Brasília - DF - CEP 70160-900	3215-5448	3215-2448	07	06	dep.terezacristina@camara.leg.br	TEREZA CRISTINA	Exma. Senhora Deputada		TEREZA CRISTINA CORREA DA COSTA DIAS
TIA ERON	PRB	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	618	Brasília - DF - CEP 70160-900	3215-5618	3215-2618	06	02	dep.tiaeron@camara.leg.br	TIA ERON	Exma. Senhora Deputada		ERONILDES VASCONCELOS CARVALHO
TIRIRICA	PR	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	637	Brasília - DF - CEP 70160-900	3215-5637	3215-2637	05	01	dep.tiririca@camara.leg.br	TIRIRICA	Exmo. Senhor Deputado	Ator	FRANCISCO EVERARDO OLIVEIRA SILVA
TONINHO PINHEIRO	PP	MG	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	584	Brasília - DF - CEP 70160-900	3215-5584	3215-2584	04	23	dep.toninhopinheiro@camara.leg.br	TONINHO PINHEIRO	Exmo. Senhor Deputado	Comerciante	ANTÔNIO PINHEIRO JÚNIOR
TONINHO WANDSCHEER	PMB	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	902	Brasília - DF - CEP 70160-900	3215-5902	3215-2902	08	31	dep.toninhowandscheer@camara.leg.br	TONINHO WANDSCHEER	Exmo. Senhor Deputado	Engenheiro Civil	ANTONIO WANDSCHEER
ULDURICO JUNIOR	PTC	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	729	Brasília - DF - CEP 70160-900	3215-5729	3215-2729	01	30	dep.ulduricojunior@camara.leg.br	ULDURICO JUNIOR	Exmo. Senhor Deputado	Estudante Universitário	ULDURICO ALENCAR PINTO
VALADARES FILHO	PSB	SE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	660	Brasília - DF - CEP 70160-900	3215-5660	3215-2660	10	01	dep.valadaresfilho@camara.leg.br	VALADARES FILHO	Exmo. Senhor Deputado	Administrador de Empresas	ANTÔNIO CARLOS VALADARES FILHO
VALDIR COLATTO	PMDB	SC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	516	Brasília - DF - CEP 70160-900	3215-5516	3215-2516	10	15	dep.valdircolatto@camara.leg.br	VALDIR COLATTO	Exmo. Senhor Deputado	Engenheiro Agrônomo	VALDIR COLATTO
VALMIR ASSUNÇÃO	PT	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	739	Brasília - DF - CEP 70160-900	3215-5739	3215-2739	12	17	dep.valmirassuncao@camara.leg.br	VALMIR ASSUNCAO	Exmo. Senhor Deputado	Agricultor	VALMIR CARLOS DA ASSUNÇÃO
VALMIR PRASCIDELLI	PT	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	837	Brasília - DF - CEP 70160-900	3215-5837	3215-2837	04	09	dep.valmirprascidelli@camara.leg.br	VALMIR PRASCIDELLI	Exmo. Senhor Deputado		VALMIR PRASCIDELLI
VALTENIR PEREIRA	PMB	MT	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	913	Brasília - DF - CEP 70160-900	3215-5913	3215-2913	11	24	dep.valtenirpereira@camara.leg.br	VALTENIR PEREIRA	Exmo. Senhor Deputado	Defensor Público e Professor Universitário	VALTENIR LUIZ PEREIRA
VANDER LOUBET	PT	MS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	838	Brasília - DF - CEP 70160-900	3215-5838	3215-2838	01	22	dep.vanderloubet@camara.leg.br	VANDER LOUBET	Exmo. Senhor Deputado	Bancário e Funcionário Público.	VANDER LUIZ DOS SANTOS LOUBET
VANDERLEI MACRIS	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	348	Brasília - DF - CEP 70160-900	3215-5348	3215-2348	05	20	dep.vanderleimacris@camara.leg.br	VANDERLEI MACRIS	Exmo. Senhor Deputado		VANDERLEI MACRIS
VENEZIANO VITAL DO RÊGO	PMDB	PB	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	833	Brasília - DF - CEP 70160-900	3215-5833	3215-2833	07	17	dep.venezianovitaldorego@camara.leg.br	VENEZIANO VITAL DO REGO	Exmo. Senhor Deputado	Advogado(a)	VENEZIANO VITAL DO RÊGO SEGUNDO NETO
VICENTE ARRUDA	PROS	CE	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	522	Brasília - DF - CEP 70160-900	3215-5522	3215-2522	05	17	dep.vicentearruda@camara.leg.br	VICENTE ARRUDA	Exmo. Senhor Deputado	Advogado, Cientista Político e Jornalista	VICENTE FERREIRA DE ARRUDA COELHO
VICENTE CANDIDO	PT	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	819	Brasília - DF - CEP 70160-900	3215-5819	3215-2819	11	17	dep.vicentecandido@camara.leg.br	VICENTE CANDIDO	Exmo. Senhor Deputado	Advogado, Comerciante	VICENTE CÂNDIDO DA SILVA
VICENTINHO	PT	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	740	Brasília - DF - CEP 70160-900	3215-5740	3215-2740	04	08	dep.vicentinho@camara.leg.br	VICENTINHO	Exmo. Senhor Deputado	Bacharel Em Direito e Metalúrgico.	VICENTE PAULO DA SILVA
VICENTINHO JÚNIOR	PSB	TO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	817	Brasília - DF - CEP 70160-900	3215-5817	3215-2817	04	11	dep.vicentinhojunior@camara.leg.br	VICENTINHO JUNIOR	Exmo. Senhor Deputado	Empresário	VICENTE ALVES DE OLIVEIRA JUNIOR
VICTOR MENDES	PMB	MA	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	580	Brasília - DF - CEP 70160-900	3215-5580	3215-2580	08	22	dep.victormendes@camara.leg.br	VICTOR MENDES	Exmo. Senhor Deputado	Advogado(a)	CARLOS VICTOR GUTERRES MENDES
VINICIUS CARVALHO	PRB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	356	Brasília - DF - CEP 70160-900	3215-5356	3215-2356	01	07	dep.viniciuscarvalho@camara.leg.br	VINICIUS CARVALHO	Exmo. Senhor Deputado	Administrador de Empresas, Advogado, Radialista, Jornalista	VINICIUS RAPOZO DE CARVALHO
VINICIUS GURGEL	PR	AP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	852	Brasília - DF - CEP 70160-900	3215-5852	3215-2852	07	31	dep.viniciusgurgel@camara.leg.br	VINICIUS GURGEL	Exmo. Senhor Deputado	Contador	VINICIUS DE AZEVEDO GURGEL
VITOR LIPPI	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	823	Brasília - DF - CEP 70160-900	3215-5823	3215-2823	05	18	dep.vitorlippi@camara.leg.br	VITOR LIPPI	Exmo. Senhor Deputado	Médico(a)	VITOR LIPPI
VITOR VALIM	PMDB	CE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	545	Brasília - DF - CEP 70160-900	3215-5545	3215-2545	05	15	dep.vitorvalim@camara.leg.br	VITOR VALIM	Exmo. Senhor Deputado		VITOR PEREIRA VALIM
WADIH DAMOUS	PT	RJ	S	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	483	Brasília - DF - CEP 70160-900	3215-5483	3215-2483	04	11	dep.wadihdamous@camara.leg.br	WADIH DAMOUS	Exmo. Senhor Deputado		WADIH NEMER DAMOUS FILHO
WADSON RIBEIRO	PCdoB	MG	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	556	Brasília - DF - CEP 70160-900	3215-5556	3215-2556	08	26	dep.wadsonribeiro@camara.leg.br	WADSON RIBEIRO	Exmo. Senhor Deputado		WADSON NATHANIEL RIBEIRO
WALDENOR PEREIRA	PT	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	954	Brasília - DF - CEP 70160-900	3215-5954	3215-2954	03	08	dep.waldenorpereira@camara.leg.br	WALDENOR PEREIRA	Exmo. Senhor Deputado	Economista	WALDENOR ALVES PEREIRA FILHO
WALDIR MARANHÃO	PP	MA	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	575	Brasília - DF - CEP 70160-900	3215-5575	3215-2575	08	04	dep.waldirmaranhao@camara.leg.br	WALDIR MARANHAO	Exmo. Senhor Deputado	Médico Veterinário	WALDIR MARANHÃO CARDOSO
WALTER ALVES	PMDB	RN	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	435	Brasília - DF - CEP 70160-900	3215-5435	3215-2435	02	27	dep.walteralves@camara.leg.br	WALTER ALVES	Exmo. Senhor Deputado	Administrador	WALTER PEREIRA ALVES
WASHINGTON REIS	PMDB	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	856	Brasília - DF - CEP 70160-900	3215-5856	3215-2856	04	05	dep.washingtonreis@camara.leg.br	WASHINGTON REIS	Exmo. Senhor Deputado		WASHINGTON REIS DE OLIVEIRA
WELITON PRADO	PMB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	862	Brasília - DF - CEP 70160-900	3215-5862	3215-2862	08	24	dep.welitonprado@camara.leg.br	WELITON PRADO	Exmo. Senhor Deputado	Bacharel Em Filosofia	WELITON FERNANDES PRADO
WELLINGTON ROBERTO	PR	PB	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	514	Brasília - DF - CEP 70160-900	3215-5514	3215-2514	05	19	dep.wellingtonroberto@camara.leg.br	WELLINGTON ROBERTO	Exmo. Senhor Deputado	Não Informada	JOSÉ WELLINGTON ROBERTO
WEVERTON ROCHA	PDT	MA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	405	Brasília - DF - CEP 70160-900	3215-5405	3215-2405	10	08	dep.wevertonrocha@camara.leg.br	WEVERTON ROCHA	Exmo. Senhor Deputado		WEVERTON ROCHA MARQUES DE SOUSA
WILLIAM WOO	PV	SP	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	235	Brasília - DF - CEP 70160-900	3215-5235	3215-2235	11	27	dep.williamwoo@camara.leg.br	WILLIAM WOO	Exmo. Senhor Deputado	Policial Civil, Engenheiro Mecânico, Bacharel Em Direito	WILLIAM BOSS WOO
WILSON BESERRA	PMDB	RJ	S	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	585	Brasília - DF - CEP 70160-900	3215-5585	3215-2585	01	16	dep.wilsonbeserra@camara.leg.br	WILSON BESERRA	Exmo. Senhor Deputado		WILSON SILVA BESERRA
WILSON FILHO	PTB	PB	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	534	Brasília - DF - CEP 70160-900	3215-5534	3215-2534	08	10	dep.wilsonfilho@camara.leg.br	WILSON FILHO	Exmo. Senhor Deputado		JOSÉ WILSON SANTIAGO FILHO
WLADIMIR COSTA	SD	PA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	343	Brasília - DF - CEP 70160-900	3215-5343	3215-2343	01	16	dep.wladimircosta@camara.leg.br	WLADIMIR COSTA	Exmo. Senhor Deputado	Locutor e Comentarista de Radio e Televisao e Radialista	WLADIMIR AFONSO DA COSTA RABELO
WOLNEY QUEIROZ	PDT	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	936	Brasília - DF - CEP 70160-900	3215-5936	3215-2936	12	12	dep.wolneyqueiroz@camara.leg.br	WOLNEY QUEIROZ	Exmo. Senhor Deputado	Empresário	WOLNEY QUEIROZ MACIEL
ZÉ AUGUSTO NALIN	PMDB	RJ	S	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	475	Brasília - DF - CEP 70160-900	3215-5475	3215-2475	05	06	dep.zeaugustonalin@camara.leg.br	ZE AUGUSTO NALIN	Exmo. Senhor Deputado		JOSÉ AUGUSTO NALIN
ZÉ CARLOS	PT	MA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	748	Brasília - DF - CEP 70160-900	3215-5748	3215-2748	05	26	dep.zecarlos@camara.leg.br	ZE CARLOS	Exmo. Senhor Deputado	Engenheiro Civil	JOSÉ CARLOS NUNES JÚNIOR
ZÉ GERALDO	PT	PA	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	266	Brasília - DF - CEP 70160-900	3215-5266	3215-2266	12	21	dep.zegeraldo@camara.leg.br	ZE GERALDO	Exmo. Senhor Deputado	Agricultor	JOSÉ GERALDO TORRES DA SILVA
ZÉ SILVA	SD	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	608	Brasília - DF - CEP 70160-900	3215-5608	3215-2608	05	11	dep.zesilva@camara.leg.br	ZE SILVA	Exmo. Senhor Deputado	Agricultor, Agrônomo, Extensionista Rural	JOSÉ SILVA SOARES
ZECA CAVALCANTI	PTB	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	318	Brasília - DF - CEP 70160-900	3215-5318	3215-2318	07	21	dep.zecacavalcanti@camara.leg.br	ZECA CAVALCANTI	Exmo. Senhor Deputado		JOSE CAVALCANTI ALVES JUNIOR
ZECA DIRCEU	PT	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	613	Brasília - DF - CEP 70160-900	3215-5613	3215-2613	06	21	dep.zecadirceu@camara.leg.br	ZECA DIRCEU	Exmo. Senhor Deputado	Empresário	JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA
ZECA DO PT	PT	MS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	860	Brasília - DF - CEP 70160-900	3215-5860	3215-2860	02	24	dep.zecadopt@camara.leg.br	ZECA DO PT	Exmo. Senhor Deputado	Bancário	JOSE ORCIRIO MIRANDA DOS SANTOS
ZENAIDE MAIA	PR	RN	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	439	Brasília - DF - CEP 70160-900	3215-5439	3215-2439	11	27	dep.zenaidemaia@camara.leg.br	ZENAIDE MAIA	Exma. Senhora Deputada	Médica	ZENAIDE MAIA CALADO PEREIRA DOS SANTOS
